source_recipe_id,source_ingredient_text,normalized_concept,existing_food_ingredient_code,resolution_status,missing_reason
CACFP6-CARROT-RAISIN-SALAD,¼ cup or 2 ½ oz Honey,honey,HONEY,RESOLVED_EXISTING,
CACFP6-CARROT-RAISIN-SALAD,"¾ cup or 6 ½ oz Fresh carrots, shredded coarsely",carrot,CARROT,RESOLVED_EXISTING,
CACFP6-CARROT-RAISIN-SALAD,"1 cup or 7 ½ oz Canned pineapple tidbits in 100% juice, drained",pineapple_canned_juice,PINEAPPLE_CANNED_JUICE,RESOLVED_EXISTING,
CACFP6-CARROT-RAISIN-SALAD,"1 cup or 4 oz Fresh green apples, cored, diced, unpeeled",apple,APPLE,RESOLVED_EXISTING,
CACFP6-CARROT-RAISIN-SALAD,1 ¼ cups or 2 ½ oz Golden raisins,raisins_golden,RAISINS_GOLDEN,RESOLVED_EXISTING,
CACFP6-CARROT-RAISIN-SALAD,"¼ cup or ½ oz Coconut, shredded",coconut_shredded,COCONUT_SHREDDED,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,2 cups Water,water,WATER,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,1 ½ cups or 7 oz Whole-grain elbow macaroni,pasta_whole_wheat,PASTA_WHOLE_WHEAT,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,½ cup or 3 oz Low-fat mayonnaise,mayonnaise_low_fat,MAYONNAISE_LOW_FAT,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,1 Tbsp or ½ oz White vinegar,vinegar_white,VINEGAR_WHITE,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,¼ cup or 2 oz Sugar,sugar,SUGAR,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,1 Tbsp or ½ oz Prepared mustard,mustard_yellow,MUSTARD_YELLOW,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,"⅓ cup or 2 oz Fresh red bell peppers, diced",bell_pepper_red,BELL_PEPPER_RED,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,"⅓ cup or 2 oz Fresh green bell peppers, diced",bell_pepper_green,BELL_PEPPER_GREEN,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,"1 Tbsp Canned pimientos, diced, drained",pimiento_canned,PIMIENTO_CANNED,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,"½ cup or 2 ½ oz Fresh carrots, finely diced",carrot,CARROT,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,"½ cup or 2 oz Fresh celery, diced",celery,CELERY,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,"⅓ cup or 1 ½ oz Fresh red onions, diced",onion_red,ONION_RED,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,¼ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,¼ tsp Ground black or white pepper (black selected),black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-MACARONI-SALAD,¼ tsp Paprika,paprika,PAPRIKA,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,4 Tbsp or 2 oz Lime juice,lime_juice,LIME_JUICE,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,1 tsp Dried parsley,parsley_dried,PARSLEY_DRIED,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,½ tsp Ground cumin,cumin_ground,CUMIN_GROUND,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,1 tsp or ¼ oz Fresh garlic cloves,garlic,GARLIC,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,2 tsp or ⅓ oz Ancho chili powder OR Mexican seasoning mix (ancho selected),ancho_chili_powder,ANCHO_CHILI_POWDER,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"½ cup or ⅓ oz Fresh cilantro, minced",cilantro,CILANTRO,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,1 tsp or ¼ oz Olive oil,olive_oil,OLIVE_OIL,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,⅛ cup or 2 oz Honey,honey,HONEY,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,¼ cup or 2 oz Apple cider vinegar,apple_cider_vinegar,APPLE_CIDER_VINEGAR,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"2 cups or 11 ½ oz Canned low-sodium black beans OR dry black beans, cooked (canned selected)",black_beans_canned,BLACK_BEANS_CANNED,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"1 ½ cups or 8 ⅔ oz Frozen whole-kernel corn, thawed",corn_sweet,CORN_SWEET,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"⅓ cup or 1 ⅓ oz Fresh green peppers, diced",bell_pepper_green,BELL_PEPPER_GREEN,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"½ cup or 2 oz Fresh red peppers, diced",bell_pepper_red,BELL_PEPPER_RED,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,⅓ cup or 3 ⅓ oz Canned low-sodium salsa,salsa_low_sodium,SALSA,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"¼ cup or ½ oz Fresh red onions, diced",onion_red,ONION_RED,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"¼ cup or ¼ oz Jalapeños, diced, seeded",jalapeno,JALAPENO,RESOLVED_EXISTING,
CACFP6-MARINATED-BLACK-BEAN-SALAD,"½ cup or 2 oz Low-fat cheddar cheese, shredded",cheese_cheddar_reduced_fat,CHEESE_CHEDDAR_REDUCED_FAT,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,"1 ⅛ cups or 8 oz Frozen whole eggs, thawed",egg,EGG,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,1 ½ cups or 12 oz Nonfat milk,milk_skim,MILK_SKIM,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,½ cup or 2 ½ oz Whole-wheat flour,flour_whole_wheat,FLOUR_WHOLE_WHEAT,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,¼ tsp Baking powder,baking_powder,BAKING_POWDER,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,½ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,¼ tsp Ground black or white pepper (black selected),black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,⅛ tsp Ground nutmeg,nutmeg_ground,NUTMEG_GROUND,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,"2 cups or 8 oz Fresh onions, diced",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,"2 cups or 8 oz Fresh red bell peppers, diced",bell_pepper_red,BELL_PEPPER_RED,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,"2 cups or 2 oz Fresh spinach, chopped",spinach,SPINACH,RESOLVED_EXISTING,
CACFP6-QUICHE-SELF-FORMING-CRUST,"⅓ cup or 1 oz Low-fat cheddar cheese, shredded",cheese_cheddar_reduced_fat,CHEESE_CHEDDAR_REDUCED_FAT,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,12 oz Beef shoulder,beef_shoulder,BEEF_SHOULDER,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,"5 oz Fresh onions, chopped",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,"5 oz Fresh red bell peppers, chopped",bell_pepper_red,BELL_PEPPER_RED,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,"2 tsp Fresh garlic, minced",garlic,GARLIC,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,½ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,½ tsp Ground oregano,oregano_dried,OREGANO_DRIED,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,½ tsp Ground cumin,cumin_ground,CUMIN_GROUND,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,"¼ tsp Dried rosemary, crushed",rosemary_dried,ROSEMARY_DRIED,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,¼ tsp Ground black pepper,black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,¼ cup Apple cider vinegar,apple_cider_vinegar,APPLE_CIDER_VINEGAR,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,1 ½ cups Low-sodium beef broth,beef_broth_low_sodium,BEEF_BROTH_LOW_SODIUM,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,⅓ cup or 3 ½ oz Canned no-salt-added tomato paste,tomato_paste_no_salt,TOMATO_PASTE_NO_SALT,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,8 oz Water; plus 2 cups water for rice,water,WATER,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,1 Bay leaf,bay_leaf,BAY_LEAF,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,"½ cup or ½ oz Fresh cilantro, chopped",cilantro,CILANTRO,RESOLVED_EXISTING,
CACFP6-ROPA-VIEJA,"1 ⅛ cups or 7 oz Brown rice, long-grain, regular, dry, parboiled",rice_brown,RICE_BROWN,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,½ cup plus 2 Tbsp or 3 oz Whole-wheat flour,flour_whole_wheat,FLOUR_WHOLE_WHEAT,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,¼ cup plus 2 Tbsp or 2 oz White whole-grain cornmeal,cornmeal_whole_grain,CORNMEAL_WHOLE_GRAIN,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,⅛ cup or 2 Tbsp Sugar,sugar,SUGAR,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,1 tsp Baking powder,baking_powder,BAKING_POWDER,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,⅛ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,⅛ tsp Ground black or white pepper (black selected),black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,1 medium egg or 1 oz liquid egg,egg,EGG,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,¼ cup or 2 oz Low-fat sour cream,sour_cream_low_fat,SOUR_CREAM_LOW_FAT,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,1 Tbsp Canola oil,canola_oil,CANOLA_OIL,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,"1 cup or 5 ½ oz Frozen corn, thawed, drained",corn_sweet,CORN_SWEET,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,"½ cup or 5 ½ oz Canned cream-style corn, unsalted",corn_cream_style_no_salt,CORN_CREAM_STYLE_NO_SALT,RESOLVED_EXISTING,
CACFP6-CORN-PUDDING,"¼ cup or 1 oz Fresh onions, chopped",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,"½ cup or 5 oz Low-fat yogurt, plain",yogurt_plain_low_fat,YOGURT_PLAIN_LOW_FAT,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,¼ cup or 2 oz Low-fat mayonnaise,mayonnaise_low_fat,MAYONNAISE_LOW_FAT,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,¼ cup or 2 ½ oz Honey,honey,HONEY,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,⅛ cup Apple cider vinegar,apple_cider_vinegar,APPLE_CIDER_VINEGAR,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,¼ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,¼ tsp Ground black pepper,black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,"4 cups or 6 oz Fresh green cabbage, chilled, shredded",cabbage_green,CABBAGE_GREEN,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,"¾ cup or 1 ¼ oz Fresh purple cabbage, chilled, shredded",cabbage_red,CABBAGE_RED,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,"¾ cup or 2 oz Fresh carrots, shredded",carrot,CARROT,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,"½ cup or 1 oz Fresh green onions, diced",green_onion,GREEN_ONION,RESOLVED_EXISTING,
CACFP6-CREAMY-COLESLAW,½ cup or 2 ¼ oz Dried cranberries,cranberries_dried,CRANBERRIES_DRIED,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,"¾ cup or 4 oz Smoked turkey legs, deboned",turkey_leg_smoked_cooked,TURKEY_DRUMSTICK_SMOKED_COOKED,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,2 cups or 16 oz Water,water,WATER,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,"1 cup or 4 oz Fresh red potatoes, unpeeled, diced",potato_red,POTATO_RED,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,"1 Tbsp Margarine, trans-fat free",margarine,MARGARINE,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,"½ cup or 2 oz Fresh onions, chopped",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,"1 ½ tsp Garlic, minced",garlic,GARLIC,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,⅛ tsp Ground thyme,thyme_dried,THYME_DRIED,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,⅛ tsp Ground black or white pepper (black selected),black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,⅛ tsp Onion powder,onion_powder,ONION_POWDER,RESOLVED_EXISTING,
CACFP6-GREEN-BEANS-POTATOES-SMOKED-TURKEY,"2 ¾ cups or 11 oz Frozen green beans, thawed, drained",green_beans,GREEN_BEANS,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,"1 ¼ cups or 11 ½ oz Canned tuna, chunk style, water packed, drained",tuna_canned_water,TUNA_CANNED_WATER,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,"¼ cup or 2 oz Fresh onions, chopped",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,"1 cup or 4 oz Fresh celery, chopped",celery,CELERY,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,¼ tsp Dry mustard,mustard_ground,MUSTARD_GROUND,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,"1 large egg, hard-boiled, peeled, chilled, chopped",egg,EGG,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,½ cup Low-fat mayonnaise,mayonnaise_low_fat,MAYONNAISE_LOW_FAT,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,1 tsp Parsley,parsley,PARSLEY,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,1 tsp Garlic powder,garlic_powder,GARLIC_POWDER,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,1 tsp Onion powder,onion_powder,ONION_POWDER,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,"6 small Whole-grain rolls, 1 oz each",roll_whole_wheat,ROLL_WHOLE_WHEAT,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,1 small Fresh romaine heart lettuce,lettuce_romaine,LETTUCE_ROMAINE,RESOLVED_EXISTING,
CACFP6-TUNA-SALAD-SANDWICH,"2 medium or 6 oz Fresh tomatoes, sliced",tomato,TOMATO,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,"1 oz Margarine, trans-fat free",margarine,MARGARINE,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,¼ tsp Garlic powder,garlic_powder,GARLIC_POWDER,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,¼ tsp Dried basil,basil_dried,BASIL_DRIED,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,¼ tsp Dried oregano,oregano_dried,OREGANO_DRIED,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,12 slices Whole-grain bread,bread_whole_wheat,BREAD_WHOLE_WHEAT,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,7 oz Low-fat mozzarella cheese,cheese_mozzarella_part_skim,CHEESE_MOZZARELLA_PART_SKIM,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,8 oz Fresh baby spinach leaves,spinach,SPINACH,RESOLVED_EXISTING,
CACFP6-TUSCAN-GRILL-CHEESE,"12 oz Fresh tomatoes, sliced",tomato,TOMATO,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,"2 ½ cups or 12 oz Canned tuna, chunk style, water packed, drained",tuna_canned_water,TUNA_CANNED_WATER,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,¼ cup Low-fat mayonnaise,mayonnaise_low_fat,MAYONNAISE_LOW_FAT,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,"1 tsp Garlic, minced",garlic,GARLIC,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,"1 tsp Fresh ginger, minced",ginger,GINGER,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,¾ tsp Low-sodium soy sauce,soy_sauce_low_sodium,SOY_SAUCE_LOW_SODIUM,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,"½ cup or 1 oz Green onions, tops and bottoms",green_onion,GREEN_ONION,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,"½ cup or 2 oz Red bell pepper, diced",bell_pepper_red,BELL_PEPPER_RED,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,1 tsp Sesame oil,sesame_oil,SESAME_OIL,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,1 tsp Canola oil,canola_oil,CANOLA_OIL,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,1 ½ Tbsp or 1 oz Egg whites,egg_white,EGG_WHITE,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,½ cup or 1 ½ oz Panko breadcrumbs,breadcrumbs_panko,BREADCRUMBS,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,"6 medium Whole-grain buns, 2 oz each",roll_whole_wheat,ROLL_WHOLE_WHEAT,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,1 small Fresh romaine heart lettuce,lettuce_romaine,LETTUCE_ROMAINE,RESOLVED_EXISTING,
CACFP6-ASIAN-TUNA-BURGER,"2 medium or 9 oz Fresh tomato, sliced",tomato,TOMATO,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"3 ½ cups or 1 lb 5 oz Canned low-sodium pinto beans OR dry pinto beans, cooked (canned selected)",pinto_beans_canned,PINTO_BEANS_CANNED_LOW_SODIUM,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"¼ cup or 1 oz Fresh onions, chopped",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,¾ tsp Garlic powder,garlic_powder,GARLIC_POWDER,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,¼ tsp Ground black pepper,black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,¾ tsp Chili powder,chili_powder,CHILI_POWDER,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,1 tsp Ground cumin,cumin_ground,CUMIN_GROUND,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,¾ tsp Paprika,paprika,PAPRIKA,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,¾ tsp Onion powder,onion_powder,ONION_POWDER,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,½ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,1 ⅛ cups water; plus 2 cups water for rice,water,WATER,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,¼ cup or 3 ½ oz Canned no-salt-added tomato paste,tomato_paste_no_salt,TOMATO_PASTE_NO_SALT,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"1 ⅛ cups or 7 oz Brown rice, long-grain, regular, dry, parboiled",rice_brown,RICE_BROWN,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"¼ cup or ½ oz Fresh cilantro, finely chopped",cilantro,CILANTRO,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,Pico de Gallo (authoritative source subrecipe; component lines follow),authoritative_subrecipe_decomposition,,RESOLVED_EXISTING,Composition is explicitly supplied on the same USDA source card; component rows follow.
CACFP6-BEAN-BURRITO-BOWL,"Pico de Gallo: 10 oz Fresh tomatoes, chopped",tomato,TOMATO,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"Pico de Gallo: 3 oz Fresh red onions, diced",onion_red,ONION_RED,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"Pico de Gallo: 1 oz Fresh jalapeño peppers, seeded, diced",jalapeno,JALAPENO,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"Pico de Gallo: ¼ cup or ½ oz Fresh cilantro, finely chopped",cilantro,CILANTRO,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"Pico de Gallo: ⅛ cup Fresh green onions, finely chopped",green_onion,GREEN_ONION,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,Pico de Gallo: ⅛ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,Pico de Gallo: ⅛ tsp Ground black pepper,black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,Pico de Gallo: ¾ tsp Garlic powder,garlic_powder,GARLIC_POWDER,RESOLVED_EXISTING,
CACFP6-BEAN-BURRITO-BOWL,"½ cup or 2 oz Reduced-fat cheddar cheese, finely shredded",cheese_cheddar_reduced_fat,CHEESE_CHEDDAR_REDUCED_FAT,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,"½ cup or 1 oz Fresh white mushrooms, coarsely chopped",mushroom_white,MUSHROOM_WHITE,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,"½ cup or 2 oz Fresh yellow onions, small diced",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,"½ cup or 2 oz Fresh red bell pepper, small diced",bell_pepper_red,BELL_PEPPER_RED,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,¼ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,¼ tsp Ground black pepper,black_pepper,BLACK_PEPPER,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,"1 cup or 1 oz Fresh spinach, coarsely chopped",spinach,SPINACH,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,"1 cup or 4 oz Low-fat cheddar cheese, shredded",cheese_cheddar_reduced_fat,CHEESE_CHEDDAR_REDUCED_FAT,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,¼ cup Skim milk,milk_skim,MILK_SKIM,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,4 eggs or 8 oz Liquid eggs,egg,EGG,RESOLVED_EXISTING,
CACFP6-VEGETABLE-FRITTATA-BITES,¼ cup or 1 oz All-purpose flour,flour_wheat,FLOUR_WHEAT,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,"¼ cup or 2 oz Fresh celery, small diced",celery,CELERY,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,"¼ cup or 2 oz Fresh yellow onion, small diced",onion_yellow,ONION_YELLOW,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,"¼ cup or 2 oz Fresh carrots, small diced",carrot,CARROT,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,"¼ cup or 2 oz Fresh red bell pepper, small diced",bell_pepper_red,BELL_PEPPER_RED,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,"3 cups Riced cauliflower, thawed, drained",cauliflower,CAULIFLOWER,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,1½ tsp Olive oil,olive_oil,OLIVE_OIL,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,¼ tsp Salt,salt,SALT,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,¼ tsp Granulated garlic,garlic_powder,GARLIC_POWDER,RESOLVED_EXISTING,
CACFP6-CAULIFLOWER-RICE,"½ oz Fresh cilantro, minced",cilantro,CILANTRO,RESOLVED_EXISTING,
